1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	814	773	768	0	6	14	17	7	9	102	9	0	21	0	60	444	5	12	39	22	66	16	5	0	140	1	11	0	25	5	36	0	444	258	87	24	0	87	60	1	60	102	0	102	60	24	303	3	1	140	68	444	814	773	768	1	402	6	114	42	7	3	56	0	4	22	53	814	773	768	0	60	53	402	258	0	60	105	2	25	0	814	773	768	51	25	0	5	2	190	8	14	93	6	60	60	3	11	11	814	773	768	0	102	2	444	140	7	444	42	7	0	102	0	814	773	768	814	773	768	0	0	174	0	0	39	190	13	814	773	768	6	190	7	1	105	0	0	13	0	0	0	6	14	0	22	190	46	46	60	39	0	13	0	0	190	20	0	814	7	1	232	5	1	51	53	60	0	2	14	22	1	25	0	11	0	14	1	0	0	102	2	10	46	0	6	0	60	8	0	402	1	0	5	4	10	53	232	1	102	0	132	60	11	174	2	0	3	0	24	3	0	2	14	1	22	174	14	9	44	814	773	768	402	25	0	0	0	0	102	60	56	402	0	814	773	768	39	22	51	25	11	105	102	0	0	11	4	0	102	1	53	174	6	74	22	56	53	3	0	232	12	40	1	23	402	51	23	4	0	105	13	174	44	814	773	768	22	14	11	1	2	14	74	44	1	9	814	773	768	17	6	0	1	814	56	3	6	53	24	93	24	102	1	5	114	17	25	1	102	22	51	0	14	190	44	7	24	258	105	7	0	13	135	16	5	6	4	0	402	44	1	0	8	25	0	25	24	174	74	87	78	9	0	0	7	773	190	46	46	4	102	51	40	6	0	2	14	0	232	0	132	87	6	28	0	0	1	814	773	768	66	14	17	5	6	14	44	0	20	402	0	140	190	46	46	5	78	1	14	24	0	20	25	28	1	102	0	0	13	11	135	13	14	0
0	773	785	768	0	6	12	14	5	7	99	7	0	20	0	59	430	5	12	40	23	57	15	4	0	137	1	8	0	23	5	34	0	430	250	86	22	0	86	59	1	60	99	0	99	60	23	300	3	1	137	64	430	773	785	768	1	387	6	104	39	6	2	55	0	4	22	52	773	785	768	0	60	52	387	250	0	60	101	1	26	0	773	785	768	52	26	0	4	2	189	6	12	90	7	60	59	2	8	8	773	785	768	0	99	2	430	137	7	430	39	5	0	99	0	773	785	768	773	785	768	0	0	169	0	0	40	189	12	773	785	768	6	189	5	1	101	0	0	11	0	0	0	6	13	0	23	189	47	47	58	40	0	11	0	0	189	20	0	773	5	1	223	4	1	52	52	60	0	3	12	20	1	26	0	12	0	12	1	0	0	99	2	10	47	0	6	0	59	6	0	387	1	0	5	2	10	52	223	0	99	0	127	59	8	169	2	0	3	0	22	3	0	2	14	0	22	169	14	8	45	773	785	768	387	26	0	0	0	0	99	59	55	387	0	773	785	768	40	23	52	26	10	101	99	0	0	8	5	0	99	1	52	169	6	72	20	55	52	3	0	223	12	39	1	23	387	52	23	4	0	101	11	169	44	773	785	768	22	12	8	1	1	14	72	44	1	12	773	785	768	14	6	0	1	773	55	3	7	52	22	90	23	99	1	4	104	14	26	1	99	22	52	0	12	189	44	6	22	250	101	7	0	11	129	15	5	6	4	0	387	44	1	0	6	26	0	26	22	169	72	86	79	7	0	0	6	785	189	47	47	4	99	52	39	5	0	2	13	0	223	0	127	86	6	27	0	0	1	773	785	768	57	12	14	4	6	14	44	0	20	387	1	137	189	47	47	4	79	1	12	22	0	20	26	27	1	99	0	0	13	8	129	13	12	0
0	768	768	769	0	6	11	14	5	7	95	7	0	20	0	55	425	5	12	38	21	57	15	4	0	133	1	8	0	23	5	34	0	425	247	83	19	0	83	55	1	58	95	0	95	58	23	299	3	1	133	61	425	768	768	769	1	376	6	100	34	6	2	54	0	5	22	51	768	768	769	0	58	51	376	247	0	58	99	1	23	0	768	768	769	47	23	0	4	2	183	6	11	87	5	58	55	2	8	8	768	768	769	0	95	2	425	133	7	425	34	5	0	95	0	768	768	769	768	768	769	0	0	165	0	0	38	183	12	768	768	769	6	183	5	1	99	0	0	10	0	0	0	6	13	0	21	183	45	45	58	38	0	10	0	0	183	20	0	768	5	0	223	4	1	47	49	58	0	2	11	18	1	23	0	11	0	11	1	0	0	95	2	10	45	0	6	0	55	6	0	376	1	0	5	2	10	51	223	0	95	0	124	55	8	165	1	0	3	0	19	3	0	2	14	0	22	165	13	9	44	768	768	769	376	23	0	0	0	0	95	55	54	376	0	768	768	769	38	21	47	23	10	99	95	0	0	8	4	0	95	1	49	165	6	68	18	54	51	3	0	223	12	38	1	23	376	47	23	4	0	99	10	165	43	768	768	769	22	11	8	1	1	14	68	43	1	8	768	768	769	14	6	0	1	768	54	3	5	49	20	87	23	95	1	4	100	14	23	1	95	22	47	0	11	183	43	6	20	247	99	7	0	10	126	15	5	6	5	0	376	43	1	0	6	23	0	23	19	165	68	83	76	7	0	0	5	768	183	45	45	4	95	47	38	5	0	2	13	0	223	0	124	83	6	27	0	0	1	768	768	769	57	11	14	4	6	14	43	0	20	376	0	133	183	45	45	4	76	1	11	20	0	20	23	27	1	95	0	0	12	8	126	12	11	0
0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	1	0
0	6	6	6	0	8	0	0	0	0	3	0	0	0	0	3	3	2	1	3	2	3	1	0	0	5	0	0	0	0	0	1	0	3	3	5	2	0	5	3	1	1	3	0	3	1	2	0	0	0	5	5	3	6	6	6	0	6	0	3	1	0	0	0	0	0	2	1	6	6	6	0	1	1	6	3	0	1	2	0	3	0	6	6	6	0	3	0	0	0	3	0	0	2	2	1	3	0	0	0	6	6	6	0	3	0	3	5	0	3	1	0	0	3	0	6	6	6	6	6	6	0	0	4	0	0	3	3	0	6	6	6	8	3	0	0	2	0	0	0	0	0	0	0	1	0	2	3	1	1	0	3	0	0	0	0	3	1	0	6	0	0	3	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	6	0	0	2	0	0	1	3	0	3	0	2	3	0	4	0	0	0	0	2	0	0	0	0	0	2	4	0	1	0	6	6	6	6	3	0	0	0	0	3	3	0	6	0	6	6	6	3	2	0	3	0	2	3	0	0	0	0	0	3	0	0	4	8	4	0	0	1	0	0	3	1	0	0	0	6	0	0	0	0	2	0	4	0	6	6	6	2	0	0	0	0	0	4	0	1	2	6	6	6	0	0	0	0	6	0	0	2	0	1	2	2	3	0	0	3	0	3	0	3	2	0	0	0	3	0	0	1	3	2	0	0	1	0	1	0	0	0	0	6	0	0	0	0	3	0	3	2	4	4	5	4	0	0	0	0	6	3	1	1	0	3	0	0	0	0	0	1	0	3	0	2	5	0	0	0	0	0	6	6	6	3	0	0	0	0	0	0	0	1	6	0	5	3	1	1	0	4	0	0	1	0	1	3	0	0	3	0	0	0	0	0	0	0	0
0	14	12	11	1	0	170	81	4	7	9	7	0	1	0	6	47	0	1	3	7	5	1	1	0	13	0	1	0	2	3	15	0	47	31	4	9	0	4	6	1	12	9	0	9	12	8	9	2	0	13	4	47	14	12	11	1	80	0	28	52	5	2	25	0	2	0	5	14	12	11	1	12	5	80	31	0	12	20	11	1	0	14	12	11	17	1	0	32	0	41	4	170	30	0	12	6	2	1	1	14	12	11	0	9	1	47	13	8	47	52	4	1	9	0	14	12	11	14	12	11	0	0	31	0	0	3	41	21	14	12	11	0	41	4	0	20	2	0	6	0	0	1	0	0	0	7	41	10	10	5	3	0	6	0	0	41	3	0	14	4	1	19	1	2	17	6	12	0	3	170	55	0	1	0	0	0	170	1	0	0	9	1	18	10	0	2	0	6	11	2	80	2	0	0	11	18	5	19	1	9	0	16	6	1	31	2	0	2	0	9	1	0	0	2	0	0	31	4	2	7	14	12	11	80	1	0	2	0	0	9	6	25	80	0	14	12	11	3	7	17	1	8	20	9	0	0	1	0	0	9	0	6	31	0	2	55	25	5	2	0	19	1	4	1	4	80	17	4	0	0	20	6	31	3	14	12	11	0	170	1	12	11	3	2	3	1	0	14	12	11	81	1	0	1	14	25	1	0	6	105	30	8	9	12	0	28	81	1	0	9	0	17	1	170	41	3	2	105	31	20	8	0	5	50	1	3	0	2	0	80	3	0	0	4	1	0	1	9	31	2	4	13	7	0	1	14	12	41	10	10	2	9	17	4	3	0	0	0	1	19	0	16	4	0	19	0	0	2	14	12	11	5	170	81	0	0	3	3	0	3	80	2	13	41	10	10	1	13	1	170	105	0	3	1	19	12	9	2	0	6	1	50	6	170	0
0	17	14	14	1	0	81	205	5	11	15	11	0	1	0	9	70	0	2	8	3	8	2	2	0	16	0	4	0	4	4	19	0	70	47	8	21	0	8	9	1	18	15	0	15	18	9	11	1	0	16	7	70	17	14	14	1	85	0	51	94	4	3	43	0	4	1	13	17	14	14	1	18	13	85	47	1	18	38	17	2	0	17	14	14	18	2	0	56	0	39	6	81	43	0	18	9	3	4	4	17	14	14	0	15	0	70	16	12	70	94	5	1	15	0	17	14	14	17	14	14	0	0	40	0	0	8	39	11	17	14	14	0	39	5	0	38	1	0	10	0	0	1	0	1	0	3	39	9	10	8	8	0	10	0	0	39	3	0	17	5	2	25	2	1	18	7	18	0	4	81	57	0	2	0	2	0	81	1	0	0	15	0	26	9	0	1	0	9	6	1	85	1	0	0	16	26	13	25	2	15	1	22	9	4	40	3	0	2	0	21	0	0	0	2	0	1	40	8	2	9	17	14	14	85	2	0	2	0	0	15	9	43	85	0	17	14	14	8	3	18	2	8	38	15	0	0	4	0	0	15	0	7	40	0	7	57	43	13	4	0	25	2	8	1	8	85	18	8	1	0	38	10	40	4	17	14	14	1	81	4	15	17	7	7	4	1	0	17	14	14	205	0	5	1	17	43	0	0	7	98	43	9	15	15	1	51	205	2	0	15	1	18	0	81	39	4	2	98	47	38	12	0	6	37	2	4	0	4	0	85	4	0	0	6	2	0	2	21	40	7	8	13	11	0	1	31	14	39	9	10	1	15	18	8	4	0	0	1	2	25	0	22	8	0	35	0	0	1	17	14	14	8	81	205	1	2	7	4	0	3	85	1	16	39	9	10	2	13	4	81	98	0	3	2	35	15	15	1	0	6	4	37	6	81	0
0	7	5	5	0	0	4	5	44	16	7	16	0	0	0	3	24	0	0	1	0	4	3	0	0	4	0	1	0	3	0	3	0	24	23	0	12	0	0	3	0	6	7	0	7	6	2	3	0	0	4	2	24	7	5	5	0	20	0	15	15	4	1	7	0	0	0	1	7	5	5	0	6	1	20	23	0	6	11	3	0	2	7	5	5	5	0	0	8	1	11	2	4	19	0	6	3	1	1	1	7	5	5	1	7	1	24	4	6	24	15	44	0	7	0	7	5	5	7	5	5	0	0	15	0	0	1	11	6	7	5	5	0	11	44	0	11	0	0	2	0	0	0	0	2	0	0	11	2	2	6	1	0	2	0	0	11	0	0	7	44	1	2	0	0	5	1	6	0	5	4	11	0	0	0	0	0	4	1	0	0	7	1	3	2	1	0	0	3	1	0	20	0	0	0	1	3	1	2	1	7	0	12	3	1	15	2	0	1	0	12	0	0	1	0	0	0	15	2	1	6	7	5	5	20	0	0	0	0	0	7	3	7	20	0	7	5	5	1	0	5	0	2	11	7	0	1	1	0	0	7	0	1	15	0	3	11	7	1	0	0	2	0	5	0	1	20	5	1	0	0	11	2	15	0	7	5	5	0	4	1	1	3	1	3	0	0	0	7	5	5	5	2	1	1	7	7	0	0	1	6	19	2	7	1	1	15	5	0	0	7	0	5	0	4	11	0	0	6	23	11	6	0	2	8	3	0	0	0	0	20	0	1	0	2	0	0	0	12	15	3	0	4	16	0	0	1	5	11	2	2	0	7	5	5	1	0	1	2	1	2	0	12	0	0	10	0	0	0	7	5	5	4	4	5	1	0	1	0	0	0	20	2	4	11	2	2	0	4	3	4	6	0	0	0	10	1	7	0	0	0	1	8	0	4	0
0	9	7	7	0	0	7	11	16	101	12	101	0	1	1	7	46	0	1	1	0	7	1	4	0	13	3	3	0	2	7	7	0	46	51	6	10	0	6	7	2	9	12	0	12	9	4	0	2	0	13	12	46	9	7	7	0	43	2	25	19	8	1	8	0	2	1	3	9	7	7	1	9	3	43	51	2	9	24	5	0	1	9	7	7	10	0	1	17	2	20	0	7	32	0	9	7	1	3	3	9	7	7	0	12	3	46	13	22	46	19	16	0	12	0	9	7	7	9	7	7	0	0	31	0	0	1	20	4	9	7	7	0	20	16	3	24	0	0	4	0	0	1	2	3	1	0	20	6	6	6	1	0	4	0	0	20	3	0	9	16	4	12	4	6	10	5	9	0	14	7	11	1	0	0	1	0	7	0	0	3	12	3	3	6	3	1	0	7	0	0	43	6	0	0	2	3	3	12	1	12	0	15	7	3	31	5	0	2	0	10	3	0	2	1	0	1	31	11	2	0	9	7	7	43	0	0	1	0	1	12	7	8	43	0	9	7	7	1	0	10	0	3	24	12	0	0	3	0	0	12	1	5	31	0	6	11	8	3	0	0	12	1	8	0	3	43	10	3	3	0	24	4	31	3	9	7	7	1	7	3	4	5	11	6	3	2	0	9	7	7	11	2	0	0	9	8	3	0	5	6	32	4	12	4	3	25	11	0	0	12	1	10	1	7	20	3	7	6	51	24	22	0	1	15	1	7	2	2	0	43	3	0	0	0	0	0	0	10	31	6	6	3	101	0	2	2	7	20	6	6	0	12	10	8	10	0	2	3	0	12	0	15	6	2	28	0	0	1	9	7	7	7	7	11	3	2	11	3	0	3	43	1	13	20	6	6	4	3	14	7	6	0	3	0	28	4	12	0	0	2	3	15	2	7	0
